FIS TARIHI,BORC,ExpectedValue,ExpectedLow,ExpectedHigh,RawScore,Anomaly,BatchStart,BatchEnd
2019-11-05 00:00:00,1625680.9300000004,1561014.8452925296,1138664.4795468613,1983365.2110381979,0,0,,
2019-11-06 00:00:00,1230338.06,1282961.4768105827,854521.6272149142,1711401.3264062512,0,0,,
2019-11-07 00:00:00,1209407.7799999993,1275938.5870347428,841409.2535890744,1710467.9204804113,0,0,,
2019-11-08 00:00:00,2418190.07,2351225.0174379833,1913859.5178923148,2788590.5169836516,0,0,,
2019-11-09 00:00:00,54222.43000000001,121621.72808928906,'-318579.93755637936,561823.3937349574,0,0,,
2019-11-11 00:00:00,5287953.73,5219635.613728893,4773432.916833225,5665838.310624561,0,0,,
2019-11-12 00:00:00,1286443.3999999992,1217206.4655470739,765002.7374014056,1669410.1936927421,0,0,,
2019-11-13 00:00:00,2307941.590000001,2377179.1396165625,1924971.393683394,2829386.885549731,0,0,,
2019-11-14 00:00:00,1476691.4300000002,1438089.7200552563,985877.9563345878,1890301.483775925,0,0,,
2019-11-15 00:00:00,3926305.0099999984,3856291.742637982,3399017.5901798136,4313565.89509615,0,0,,
2019-11-16 00:00:00,734441.73,805230.0999438345,342893.5587481661,1267566.6411395029,0,0,,
2019-11-17 00:00:00,36403.24,0,'-497044.0093456685,497044.0093456685,0,0,,
2019-11-18 00:00:00,724220.8600000001,805637.3541620164,273885.87666634796,1337388.8316576849,0,0,,
2019-11-19 00:00:00,1665486.77,1747041.5649256527,1214386.8105674842,2279696.319283821,0,0,,
2019-11-20 00:00:00,3013143.1899999976,2931450.0943107083,2397892.0630900403,3465008.1255313763,0,0,,
2019-11-21 00:00:00,648732.5999999997,730747.0263438342,195090.30428566597,1266403.7484020025,0,0,,
2019-11-22 00:00:00,5839443.149999999,4395303.258282394,3857547.845386726,4933058.671178062,0.3913415743,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-11-23 00:00:00,311478.0300000001,228399.19372889283,'-314209.4556667756,771007.8431245612,0,0,,
2019-11-24 00:00:00,100847,184668.9155438345,'-362792.9703518338,732130.8014395027,0,0,,
2019-11-25 00:00:00,10548555.110000001,10460656.752674349,9886570.60639118,11034742.898957517,0,0,,
2019-11-26 00:00:00,3960955.9700000007,4052930.7691074717,3452220.362436803,4653641.17577814,0,0,,
2019-11-27 00:00:00,2320619.159999999,2408517.517325652,1834431.3710424835,2982603.66360882,0,0,,
2019-11-28 00:00:00,1439457.9599999997,1355636.0444561653,808174.158560497,1903097.9303518336,0,0,,
2019-11-29 00:00:00,1540214.4900000002,1623293.3262711074,1080684.676875439,2165901.975666776,0,0,,
2019-11-30 00:00:00,50865521.41999993,45363347.701927125,44825592.28903145,45901103.1148228,0.4979011495,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-12-01 00:00:00,41130592.65,43883232.49885308,43340623.84945741,44425841.14824875,0.4611449434,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-12-02 00:00:00,3175464.2899999996,3259286.2055438343,2711824.319648166,3806748.0914395023,0,0,,
2019-12-03 00:00:00,4190688.119999999,4107609.283728892,3565000.6343332236,4650217.933124561,0,0,,
2019-12-04 00:00:00,3062855.8900000006,3145191.646998381,2607436.2341027125,3682947.059894049,0,0,,
2019-12-05 00:00:00,3100812.8,3018798.3736561653,2483141.651597997,3554455.0957143335,0,0,,
2019-12-06 00:00:00,1039230.2900000004,1120923.3856892895,587365.3544686213,1654481.4169099578,0,0,,
2019-12-07 00:00:00,62142.86000000001,144157.2863438345,'-391499.4357143338,679814.0084020027,0,0,,
2019-12-08 00:00:00,570,0,'-537755.4128956684,537755.4128956684,0,0,,
2019-12-09 00:00:00,2350074.47,2433153.3062711074,1890544.656875439,2975761.955666776,0,0,,
2019-12-10 00:00:00,1228343.3000000005,1310679.0569983805,772923.644102712,1848434.4698940488,0,0,,
2019-12-11 00:00:00,11402667.449999997,11319588.61372889,10776979.964333221,11862197.26312456,0,0,,
2019-12-12 00:00:00,987726.6499999998,1070062.4069983799,532306.9941027114,1607817.8198940484,0,0,,
2019-12-13 00:00:00,4095006.430000001,4011927.593728894,3469318.9443332255,4554536.243124562,0,0,,
2019-12-14 00:00:00,39875.21,122210.96699838,'-415544.4458972884,659966.3798940484,0,0,,
2019-12-15 00:00:00,82617.24,165696.07627110725,'-376912.57312456117,708304.7256667756,0,0,,
2019-12-16 00:00:00,3091768.469999999,3007946.554456164,2460484.6685604956,3555408.4403518327,0,0,,
2019-12-17 00:00:00,843624.5399999997,926703.376271107,384094.7268754386,1469312.0256667754,0,0,,
2019-12-18 00:00:00,6481489.409999999,6399153.6530016195,5861398.240105951,6936909.065897288,0,0,,
2019-12-19 00:00:00,1749768.1600000006,1831782.586343835,1296125.864285667,2367439.3084020033,0,0,,
2019-12-20 00:00:00,9977507.630000003,10059843.386998383,9522087.974102715,10597598.799894052,0,0,,
2019-12-21 00:00:00,64098.29000000001,0,'-535656.7220581683,535656.7220581683,0,0,,
2019-12-23 00:00:00,7860559.600000002,7778223.843001623,7240468.430105954,8315979.255897291,0,0,,
2019-12-24 00:00:00,4917820.919999999,9904107.697433231,9361499.048037563,10446716.3468289,0.4904749852,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-12-25 00:00:00,2867053.87,0,'-4227799.808304087,'-3152288.9825127507,0.5118783912,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-12-26 00:00:00,2909703.06,2992781.8962711073,2450173.246875439,3535390.5456667757,0,0,,
2019-12-27 00:00:00,8525463.789999997,8443128.033001617,7905372.620105948,8980883.445897285,0,0,,
2019-12-28 00:00:00,25745.4,0,'-535656.7220581683,535656.7220581683,0,0,,
2019-12-29 00:00:00,19582.26,101275.35568928905,'-432282.6755313792,634833.3869099573,0,0,,
2019-12-30 00:00:00,3970393.8999999994,0,'-14607777.850849096,'-13542468.342132758,0.587242864,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
2019-12-31 00:00:00,391554894.6899987,20302080.720061846,19770329.242566176,20833832.197557516,0.8943872363,1,Tue Jan 01 2019 00:00:00 GMT+0300 (GMT+03:00),Tue Dec 31 2019 00:00:00 GMT+0300 (GMT+03:00)
